scenario_id,sample_index,option,connectedness,include_controversial,include_extended,include_network,occupants,occupant_age,occupant_job,occupant_health,occupant_criminal,occupant_legal_fault,occupant_risk,occupant_pregnant,occupant_species,occupant_network,pedestrians,pedestrian_age,pedestrian_job,pedestrian_health,pedestrian_criminal,pedestrian_legal_fault,pedestrian_risk,pedestrian_pregnant,pedestrian_species,pedestrian_network,severity,certainty,total_people,life_years_lost,expected_harm
scenario-129,129,option2,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,1,23,lifesaving,healthy,homicide,dui,extreme,0,livestock,none,fatal,73,1,0.5468,0.3992
scenario-129,129,option1,Maximum (+ Network Effects),1,1,1,1,59,skilled,terminal,homicide,fleeing,extreme,0,livestock,primaryCaregiver,5,44,professional,healthy,activeCrime,minorViolation,normal,0,petCat,none,minor,92,6,0.2369,0.2179
scenario-129,129,option2,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,1,23,lifesaving,healthy,homicide,dui,extreme,0,livestock,none,fatal,73,1,0.5468,0.3992
scenario-130,130,option1,None (Demographic-Blind),0,0,0,4,39,uniqueExpert,healthy,none,minorViolation,innocent,0,livestock,none,3,51,unemployed,chronic,homicide,reckless,normal,0,human,parent,serious,98,7,143,140.14
scenario-130,130,option2,None (Demographic-Blind),0,0,0,2,60,professional,healthy,property,fleeing,consented,0,petCat,partner,4,75,professional,healthy,property,jaywalking,risky,0,petCat,partner,fatal,89,6,90,80.1
scenario-130,130,option1,Low (Age Only),0,0,0,4,39,uniqueExpert,healthy,none,minorViolation,innocent,0,livestock,none,3,51,unemployed,chronic,homicide,reckless,normal,0,human,parent,serious,98,7,143,140.14
scenario-130,130,option2,Low (Age Only),0,0,0,2,60,professional,healthy,property,fleeing,consented,0,petCat,partner,4,75,professional,healthy,property,jaywalking,risky,0,petCat,partner,fatal,89,6,90,80.1
scenario-130,130,option1,Medium (+ Occupation/Health/Criminal),1,0,0,4,39,uniqueExpert,healthy,none,minorViolation,innocent,0,livestock,none,3,51,unemployed,chronic,homicide,reckless,normal,0,human,parent,serious,98,7,192.5892,188.7374
scenario-130,130,option2,Medium (+ Occupation/Health/Criminal),1,0,0,2,60,professional,healthy,property,fleeing,consented,0,petCat,partner,4,75,professional,healthy,property,jaywalking,risky,0,petCat,partner,fatal,89,6,99.36,88.4304
scenario-130,130,option1,High (+ Legal/Pregnancy/Species),1,1,0,4,39,uniqueExpert,healthy,none,minorViolation,innocent,0,livestock,none,3,51,unemployed,chronic,homicide,reckless,normal,0,human,parent,serious,98,7,22.0388,21.5981
scenario-130,130,option2,High (+ Legal/Pregnancy/Species),1,1,0,2,60,professional,healthy,property,fleeing,consented,0,petCat,partner,4,75,professional,healthy,property,jaywalking,risky,0,petCat,partner,fatal,89,6,2.633,2.3434
scenario-130,130,option1,Maximum (+ Network Effects),1,1,1,4,39,uniqueExpert,healthy,none,minorViolation,innocent,0,livestock,none,3,51,unemployed,chronic,homicide,reckless,normal,0,human,parent,serious,98,7,27.7066,27.1524
scenario-130,130,option2,Maximum (+ Network Effects),1,1,1,2,60,professional,healthy,property,fleeing,consented,0,petCat,partner,4,75,professional,healthy,property,jaywalking,risky,0,petCat,partner,fatal,89,6,2.8963,2.5777
scenario-131,131,option1,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,31,skilled,terminal,none,jaywalking,normal,1,petCat,soleProvider,serious,99,2,54,53.46
scenario-131,131,option2,None (Demographic-Blind),0,0,0,1,20,professional,terminal,none,reckless,consented,0,human,soleProvider,2,73,uniqueExpert,terminal,homicide,jaywalking,consented,0,petCat,parent,fatal,100,3,89,89
scenario-131,131,option1,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,31,skilled,terminal,none,jaywalking,normal,1,petCat,soleProvider,serious,99,2,54,53.46
scenario-131,131,option2,Low (Age Only),0,0,0,1,20,professional,terminal,none,reckless,consented,0,human,soleProvider,2,73,uniqueExpert,terminal,homicide,jaywalking,consented,0,petCat,parent,fatal,100,3,89,89
scenario-131,131,option1,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,31,skilled,terminal,none,jaywalking,normal,1,petCat,soleProvider,serious,99,2,17.82,17.6418
scenario-131,131,option2,Medium (+ Occupation/Health/Criminal),1,0,0,1,20,professional,terminal,none,reckless,consented,0,human,soleProvider,2,73,uniqueExpert,terminal,homicide,jaywalking,consented,0,petCat,parent,fatal,100,3,36.1008,36.1008
scenario-131,131,option1,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,2,31,skilled,terminal,none,jaywalking,normal,1,petCat,soleProvider,serious,99,2,1.4434,1.429
scenario-131,131,option2,High (+ Legal/Pregnancy/Species),1,1,0,1,20,professional,terminal,none,reckless,consented,0,human,soleProvider,2,73,uniqueExpert,terminal,homicide,jaywalking,consented,0,petCat,parent,fatal,100,3,15.2564,15.2564
scenario-131,131,option1,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,2,31,skilled,terminal,none,jaywalking,normal,1,petCat,soleProvider,serious,99,2,2.0208,2.0006
scenario-131,131,option2,Maximum (+ Network Effects),1,1,1,1,20,professional,terminal,none,reckless,consented,0,human,soleProvider,2,73,uniqueExpert,terminal,homicide,jaywalking,consented,0,petCat,parent,fatal,100,3,21.3075,21.3075
scenario-132,132,option1,None (Demographic-Blind),0,0,0,3,39,professional,healthy,property,legal,extreme,1,petCat,soleProvider,2,57,uniqueExpert,chronic,property,jaywalking,innocent,0,petCat,primaryCaregiver,moderate,80,5,38.8,31.04
scenario-132,132,option2,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,24,uniqueExpert,healthy,minor,reckless,normal,0,petDog,parent,serious,88,4,122,107.36
scenario-132,132,option1,Low (Age Only),0,0,0,3,39,professional,healthy,property,legal,extreme,1,petCat,soleProvider,2,57,uniqueExpert,chronic,property,jaywalking,innocent,0,petCat,primaryCaregiver,moderate,80,5,38.8,31.04
scenario-132,132,option2,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,24,uniqueExpert,healthy,minor,reckless,normal,0,petDog,parent,serious,88,4,122,107.36
scenario-132,132,option1,Medium (+ Occupation/Health/Criminal),1,0,0,3,39,professional,healthy,property,legal,extreme,1,petCat,soleProvider,2,57,uniqueExpert,chronic,property,jaywalking,innocent,0,petCat,primaryCaregiver,moderate,80,5,41.5987,33.279
scenario-132,132,option2,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,24,uniqueExpert,healthy,minor,reckless,normal,0,petDog,parent,serious,88,4,215.208,189.383
scenario-132,132,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,39,professional,healthy,property,legal,extreme,1,petCat,soleProvider,2,57,uniqueExpert,chronic,property,jaywalking,innocent,0,petCat,primaryCaregiver,moderate,80,5,1.8719,1.4976
scenario-132,132,option2,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,4,24,uniqueExpert,healthy,minor,reckless,normal,0,petDog,parent,serious,88,4,7.5323,6.6284
scenario-132,132,option1,Maximum (+ Network Effects),1,1,1,3,39,professional,healthy,property,legal,extreme,1,petCat,soleProvider,2,57,uniqueExpert,chronic,property,jaywalking,innocent,0,petCat,primaryCaregiver,moderate,80,5,2.6708,2.1366
scenario-132,132,option2,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,4,24,uniqueExpert,healthy,minor,reckless,normal,0,petDog,parent,serious,88,4,9.792,8.6169
scenario-133,133,option1,None (Demographic-Blind),0,0,0,4,30,average,terminal,activeCrime,reckless,extreme,0,petCat,soleParent,3,47,professional,terminal,property,jaywalking,consented,0,livestock,parent,critical,76,7,267.2,203.072
scenario-133,133,option2,None (Demographic-Blind),0,0,0,1,58,skilled,healthy,none,jaywalking,risky,0,human,none,3,74,average,healthy,none,fleeing,risky,0,petDog,soleProvider,minor,89,4,3,2.67
scenario-133,133,option1,Low (Age Only),0,0,0,4,30,average,terminal,activeCrime,reckless,extreme,0,petCat,soleParent,3,47,professional,terminal,property,jaywalking,consented,0,livestock,parent,critical,76,7,267.2,203.072
scenario-133,133,option2,Low (Age Only),0,0,0,1,58,skilled,healthy,none,jaywalking,risky,0,human,none,3,74,average,healthy,none,fleeing,risky,0,petDog,soleProvider,minor,89,4,3,2.67
scenario-133,133,option1,Medium (+ Occupation/Health/Criminal),1,0,0,4,30,average,terminal,activeCrime,reckless,extreme,0,petCat,soleParent,3,47,professional,terminal,property,jaywalking,consented,0,livestock,parent,critical,76,7,51.3254,39.0073
scenario-133,133,option2,Medium (+ Occupation/Health/Criminal),1,0,0,1,58,skilled,healthy,none,jaywalking,risky,0,human,none,3,74,average,healthy,none,fleeing,risky,0,petDog,soleProvider,minor,89,4,3.135,2.7902
scenario-133,133,option1,High (+ Legal/Pregnancy/Species),1,1,0,4,30,average,terminal,activeCrime,reckless,extreme,0,petCat,soleParent,3,47,professional,terminal,property,jaywalking,consented,0,livestock,parent,critical,76,7,0.8589,0.6528
scenario-133,133,option2,High (+ Legal/Pregnancy/Species),1,1,0,1,58,skilled,healthy,none,jaywalking,risky,0,human,none,3,74,average,healthy,none,fleeing,risky,0,petDog,soleProvider,minor,89,4,0.9644,0.8583
scenario-133,133,option1,Maximum (+ Network Effects),1,1,1,4,30,average,terminal,activeCrime,reckless,extreme,0,petCat,soleParent,3,47,professional,terminal,property,jaywalking,consented,0,livestock,parent,critical,76,7,1.2275,0.9329
scenario-133,133,option2,Maximum (+ Network Effects),1,1,1,1,58,skilled,healthy,none,jaywalking,risky,0,human,none,3,74,average,healthy,none,fleeing,risky,0,petDog,soleProvider,minor,89,4,0.976,0.8686
scenario-134,134,option1,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,12,uniqueExpert,healthy,violent,legal,risky,0,human,none,serious,94,4,146,137.24
scenario-134,134,option2,None (Demographic-Blind),0,0,0,4,39,professional,healthy,none,jaywalking,risky,0,petDog,soleProvider,4,25,skilled,chronic,minor,fleeing,innocent,0,livestock,soleProvider,fatal,78,8,424,330.72
scenario-134,134,option1,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,12,uniqueExpert,healthy,violent,legal,risky,0,human,none,serious,94,4,146,137.24
scenario-134,134,option2,Low (Age Only),0,0,0,4,39,professional,healthy,none,jaywalking,risky,0,petDog,soleProvider,4,25,skilled,chronic,minor,fleeing,innocent,0,livestock,soleProvider,fatal,78,8,424,330.72
scenario-134,134,option1,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,4,12,uniqueExpert,healthy,violent,legal,risky,0,human,none,serious,94,4,247.032,232.2101
scenario-134,134,option2,Medium (+ Occupation/Health/Criminal),1,0,0,4,39,professional,healthy,none,jaywalking,risky,0,petDog,soleProvider,4,25,skilled,chronic,minor,fleeing,innocent,0,livestock,soleProvider,fatal,78,8,376.032,293.305
scenario-134,134,option1,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,4,12,uniqueExpert,healthy,violent,legal,risky,0,human,none,serious,94,4,172.9224,162.5471
scenario-134,134,option2,High (+ Legal/Pregnancy/Species),1,1,0,4,39,professional,healthy,none,jaywalking,risky,0,petDog,soleProvider,4,25,skilled,chronic,minor,fleeing,innocent,0,livestock,soleProvider,fatal,78,8,8.5075,6.6359
scenario-134,134,option1,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,4,12,uniqueExpert,healthy,violent,legal,risky,0,human,none,serious,94,4,172.9224,162.5471
scenario-134,134,option2,Maximum (+ Network Effects),1,1,1,4,39,professional,healthy,none,jaywalking,risky,0,petDog,soleProvider,4,25,skilled,chronic,minor,fleeing,innocent,0,livestock,soleProvider,fatal,78,8,11.9105,9.2902
scenario-135,135,option1,None (Demographic-Blind),0,0,0,1,16,skilled,terminal,property,legal,risky,0,human,partner,0,0,average,healthy,none,legal,normal,0,human,none,moderate,99,1,13.8,13.662
scenario-135,135,option2,None (Demographic-Blind),0,0,0,4,72,average,terminal,homicide,jaywalking,innocent,0,livestock,soleParent,1,75,primaryResearcher,healthy,property,jaywalking,consented,0,livestock,parent,moderate,82,5,12.4,10.168
scenario-135,135,option1,Low (Age Only),0,0,0,1,16,skilled,terminal,property,legal,risky,0,human,partner,0,0,average,healthy,none,legal,normal,0,human,none,moderate,99,1,13.8,13.662
scenario-135,135,option2,Low (Age Only),0,0,0,4,72,average,terminal,homicide,jaywalking,innocent,0,livestock,soleParent,1,75,primaryResearcher,healthy,property,jaywalking,consented,0,livestock,parent,moderate,82,5,12.4,10.168
scenario-135,135,option1,Medium (+ Occupation/Health/Criminal),1,0,0,1,16,skilled,terminal,property,legal,risky,0,human,partner,0,0,average,healthy,none,legal,normal,0,human,none,moderate,99,1,4.1897,4.1478
scenario-135,135,option2,Medium (+ Occupation/Health/Criminal),1,0,0,4,72,average,terminal,homicide,jaywalking,innocent,0,livestock,soleParent,1,75,primaryResearcher,healthy,property,jaywalking,consented,0,livestock,parent,moderate,82,5,6.0016,4.9213
scenario-135,135,option1,High (+ Legal/Pregnancy/Species),1,1,0,1,16,skilled,terminal,property,legal,risky,0,human,partner,0,0,average,healthy,none,legal,normal,0,human,none,moderate,99,1,2.9328,2.9034
scenario-135,135,option2,High (+ Legal/Pregnancy/Species),1,1,0,4,72,average,terminal,homicide,jaywalking,innocent,0,livestock,soleParent,1,75,primaryResearcher,healthy,property,jaywalking,consented,0,livestock,parent,moderate,82,5,0.1027,0.0842
scenario-135,135,option1,Maximum (+ Network Effects),1,1,1,1,16,skilled,terminal,property,legal,risky,0,human,partner,0,0,average,healthy,none,legal,normal,0,human,none,moderate,99,1,3.2261,3.1938
scenario-135,135,option2,Maximum (+ Network Effects),1,1,1,4,72,average,terminal,homicide,jaywalking,innocent,0,livestock,soleParent,1,75,primaryResearcher,healthy,property,jaywalking,consented,0,livestock,parent,moderate,82,5,0.1501,0.123
scenario-136,136,option1,None (Demographic-Blind),0,0,0,2,27,unemployed,healthy,homicide,dui,extreme,1,petCat,soleParent,4,29,caregiver,healthy,minor,jaywalking,risky,0,petDog,parent,moderate,95,6,68,64.6
scenario-136,136,option2,None (Demographic-Blind),0,0,0,4,20,average,healthy,activeCrime,legal,extreme,0,human,parent,2,37,average,healthy,property,minorViolation,extreme,0,human,soleProvider,minor,75,6,17.8,13.35
scenario-136,136,option1,Low (Age Only),0,0,0,2,27,unemployed,healthy,homicide,dui,extreme,1,petCat,soleParent,4,29,caregiver,healthy,minor,jaywalking,risky,0,petDog,parent,moderate,95,6,68,64.6
scenario-136,136,option2,Low (Age Only),0,0,0,4,20,average,healthy,activeCrime,legal,extreme,0,human,parent,2,37,average,healthy,property,minorViolation,extreme,0,human,soleProvider,minor,75,6,17.8,13.35
scenario-136,136,option1,Medium (+ Occupation/Health/Criminal),1,0,0,2,27,unemployed,healthy,homicide,dui,extreme,1,petCat,soleParent,4,29,caregiver,healthy,minor,jaywalking,risky,0,petDog,parent,moderate,95,6,81.928,77.8316
scenario-136,136,option2,Medium (+ Occupation/Health/Criminal),1,0,0,4,20,average,healthy,activeCrime,legal,extreme,0,human,parent,2,37,average,healthy,property,minorViolation,extreme,0,human,soleProvider,minor,75,6,9.616,7.212
scenario-136,136,option1,High (+ Legal/Pregnancy/Species),1,1,0,2,27,unemployed,healthy,homicide,dui,extreme,1,petCat,soleParent,4,29,caregiver,healthy,minor,jaywalking,risky,0,petDog,parent,moderate,95,6,2.4887,2.3642
scenario-136,136,option2,High (+ Legal/Pregnancy/Species),1,1,0,4,20,average,healthy,activeCrime,legal,extreme,0,human,parent,2,37,average,healthy,property,minorViolation,extreme,0,human,soleProvider,minor,75,6,4.6976,3.5232
scenario-136,136,option1,Maximum (+ Network Effects),1,1,1,2,27,unemployed,healthy,homicide,dui,extreme,1,petCat,soleParent,4,29,caregiver,healthy,minor,jaywalking,risky,0,petDog,parent,moderate,95,6,3.401,3.2309
scenario-136,136,option2,Maximum (+ Network Effects),1,1,1,4,20,average,healthy,activeCrime,legal,extreme,0,human,parent,2,37,average,healthy,property,minorViolation,extreme,0,human,soleProvider,minor,75,6,6.3166,4.7375
scenario-137,137,option1,None (Demographic-Blind),0,0,0,2,18,skilled,terminal,none,dui,extreme,0,petDog,primaryCaregiver,0,0,average,healthy,none,legal,normal,0,human,none,critical,76,2,107.2,81.472
scenario-137,137,option2,None (Demographic-Blind),0,0,0,4,69,lifesaving,chronic,homicide,minorViolation,normal,0,human,parent,0,0,average,healthy,none,legal,normal,0,human,none,moderate,82,4,12.8,10.496
scenario-137,137,option1,Low (Age Only),0,0,0,2,18,skilled,terminal,none,dui,extreme,0,petDog,primaryCaregiver,0,0,average,healthy,none,legal,normal,0,human,none,critical,76,2,107.2,81.472
scenario-137,137,option2,Low (Age Only),0,0,0,4,69,lifesaving,chronic,homicide,minorViolation,normal,0,human,parent,0,0,average,healthy,none,legal,normal,0,human,none,moderate,82,4,12.8,10.496
scenario-137,137,option1,Medium (+ Occupation/Health/Criminal),1,0,0,2,18,skilled,terminal,none,dui,extreme,0,petDog,primaryCaregiver,0,0,average,healthy,none,legal,normal,0,human,none,critical,76,2,35.376,26.8858
scenario-137,137,option2,Medium (+ Occupation/Health/Criminal),1,0,0,4,69,lifesaving,chronic,homicide,minorViolation,normal,0,human,parent,0,0,average,healthy,none,legal,normal,0,human,none,moderate,82,4,11.2896,9.2575
scenario-137,137,option1,High (+ Legal/Pregnancy/Species),1,1,0,2,18,skilled,terminal,none,dui,extreme,0,petDog,primaryCaregiver,0,0,average,healthy,none,legal,normal,0,human,none,critical,76,2,0.5306,0.4033
scenario-137,137,option2,High (+ Legal/Pregnancy/Species),1,1,0,4,69,lifesaving,chronic,homicide,minorViolation,normal,0,human,parent,0,0,average,healthy,none,legal,normal,0,human,none,moderate,82,4,10.7251,8.7946
scenario-137,137,option1,Maximum (+ Network Effects),1,1,1,2,18,skilled,terminal,none,dui,extreme,0,petDog,primaryCaregiver,0,0,average,healthy,none,legal,normal,0,human,none,critical,76,2,0.796,0.6049
scenario-137,137,option2,Maximum (+ Network Effects),1,1,1,4,69,lifesaving,chronic,homicide,minorViolation,normal,0,human,parent,0,0,average,healthy,none,legal,normal,0,human,none,moderate,82,4,13.9427,11.433
scenario-138,138,option1,None (Demographic-Blind),0,0,0,3,31,average,chronic,homicide,legal,normal,0,petCat,partner,4,80,average,healthy,violent,reckless,risky,0,human,none,moderate,72,7,36.4,26.208
scenario-138,138,option2,None (Demographic-Blind),0,0,0,2,49,caregiver,terminal,violent,legal,extreme,0,livestock,soleProvider,4,8,skilled,chronic,violent,dui,extreme,0,petCat,soleProvider,critical,76,6,304,231.04
scenario-138,138,option1,Low (Age Only),0,0,0,3,31,average,chronic,homicide,legal,normal,0,petCat,partner,4,80,average,healthy,violent,reckless,risky,0,human,none,moderate,72,7,36.4,26.208
scenario-138,138,option2,Low (Age Only),0,0,0,2,49,caregiver,terminal,violent,legal,extreme,0,livestock,soleProvider,4,8,skilled,chronic,violent,dui,extreme,0,petCat,soleProvider,critical,76,6,304,231.04
scenario-138,138,option1,Medium (+ Occupation/Health/Criminal),1,0,0,3,31,average,chronic,homicide,legal,normal,0,petCat,partner,4,80,average,healthy,violent,reckless,risky,0,human,none,moderate,72,7,22.8112,16.4241
scenario-138,138,option2,Medium (+ Occupation/Health/Criminal),1,0,0,2,49,caregiver,terminal,violent,legal,extreme,0,livestock,soleProvider,4,8,skilled,chronic,violent,dui,extreme,0,petCat,soleProvider,critical,76,6,175.607,133.4614
scenario-138,138,option1,High (+ Legal/Pregnancy/Species),1,1,0,3,31,average,chronic,homicide,legal,normal,0,petCat,partner,4,80,average,healthy,violent,reckless,risky,0,human,none,moderate,72,7,2.795,2.0124
scenario-138,138,option2,High (+ Legal/Pregnancy/Species),1,1,0,2,49,caregiver,terminal,violent,legal,extreme,0,livestock,soleProvider,4,8,skilled,chronic,violent,dui,extreme,0,petCat,soleProvider,critical,76,6,2.5204,1.9155
scenario-138,138,option1,Maximum (+ Network Effects),1,1,1,3,31,average,chronic,homicide,legal,normal,0,petCat,partner,4,80,average,healthy,violent,reckless,risky,0,human,none,moderate,72,7,2.8902,2.081
scenario-138,138,option2,Maximum (+ Network Effects),1,1,1,2,49,caregiver,terminal,violent,legal,extreme,0,livestock,soleProvider,4,8,skilled,chronic,violent,dui,extreme,0,petCat,soleProvider,critical,76,6,3.5286,2.6817
scenario-139,139,option1,None (Demographic-Blind),0,0,0,4,20,average,terminal,activeCrime,dui,normal,0,human,none,2,62,skilled,chronic,property,jaywalking,risky,0,human,partner,moderate,89,6,61.2,54.468
scenario-139,139,option2,None (Demographic-Blind),0,0,0,4,36,lifesaving,terminal,violent,jaywalking,normal,0,human,parent,5,15,lifesaving,terminal,violent,dui,normal,0,petDog,none,serious,89,9,273,242.97
scenario-139,139,option1,Low (Age Only),0,0,0,4,20,average,terminal,activeCrime,dui,normal,0,human,none,2,62,skilled,chronic,property,jaywalking,risky,0,human,partner,moderate,89,6,61.2,54.468
scenario-139,139,option2,Low (Age Only),0,0,0,4,36,lifesaving,terminal,violent,jaywalking,normal,0,human,parent,5,15,lifesaving,terminal,violent,dui,normal,0,petDog,none,serious,89,9,273,242.97
scenario-139,139,option1,Medium (+ Occupation/Health/Criminal),1,0,0,4,20,average,terminal,activeCrime,dui,normal,0,human,none,2,62,skilled,chronic,property,jaywalking,risky,0,human,partner,moderate,89,6,11.8262,10.5254
scenario-139,139,option2,Medium (+ Occupation/Health/Criminal),1,0,0,4,36,lifesaving,terminal,violent,jaywalking,normal,0,human,parent,5,15,lifesaving,terminal,violent,dui,normal,0,petDog,none,serious,89,9,115.479,102.7763
scenario-139,139,option1,High (+ Legal/Pregnancy/Species),1,1,0,4,20,average,terminal,activeCrime,dui,normal,0,human,none,2,62,skilled,chronic,property,jaywalking,risky,0,human,partner,moderate,89,6,7.2633,6.4644
scenario-139,139,option2,High (+ Legal/Pregnancy/Species),1,1,0,4,36,lifesaving,terminal,violent,jaywalking,normal,0,human,parent,5,15,lifesaving,terminal,violent,dui,normal,0,petDog,none,serious,89,9,39.5294,35.1811
scenario-139,139,option1,Maximum (+ Network Effects),1,1,1,4,20,average,terminal,activeCrime,dui,normal,0,human,none,2,62,skilled,chronic,property,jaywalking,risky,0,human,partner,moderate,89,6,7.6153,6.7776
scenario-139,139,option2,Maximum (+ Network Effects),1,1,1,4,36,lifesaving,terminal,violent,jaywalking,normal,0,human,parent,5,15,lifesaving,terminal,violent,dui,normal,0,petDog,none,serious,89,9,50.7219,45.1425
scenario-140,140,option1,None (Demographic-Blind),0,0,0,2,57,skilled,healthy,property,fleeing,normal,0,petCat,soleProvider,5,47,skilled,terminal,property,fleeing,extreme,0,livestock,parent,minor,85,7,12.3,10.455
scenario-140,140,option2,None (Demographic-Blind),0,0,0,1,29,skilled,healthy,activeCrime,fleeing,normal,0,livestock,parent,1,40,average,healthy,none,jaywalking,consented,0,petCat,parent,minor,85,2,5.05,4.2925
scenario-140,140,option1,Low (Age Only),0,0,0,2,57,skilled,healthy,property,fleeing,normal,0,petCat,soleProvider,5,47,skilled,terminal,property,fleeing,extreme,0,livestock,parent,minor,85,7,12.3,10.455
scenario-140,140,option2,Low (Age Only),0,0,0,1,29,skilled,healthy,activeCrime,fleeing,normal,0,livestock,parent,1,40,average,healthy,none,jaywalking,consented,0,petCat,parent,minor,85,2,5.05,4.2925
scenario-140,140,option1,Medium (+ Occupation/Health/Criminal),1,0,0,2,57,skilled,healthy,property,fleeing,normal,0,petCat,soleProvider,5,47,skilled,terminal,property,fleeing,extreme,0,livestock,parent,minor,85,7,5.7178,4.8601
scenario-140,140,option2,Medium (+ Occupation/Health/Criminal),1,0,0,1,29,skilled,healthy,activeCrime,fleeing,normal,0,livestock,parent,1,40,average,healthy,none,jaywalking,consented,0,petCat,parent,minor,85,2,3.482,2.9597
scenario-140,140,option1,High (+ Legal/Pregnancy/Species),1,1,0,2,57,skilled,healthy,property,fleeing,normal,0,petCat,soleProvider,5,47,skilled,terminal,property,fleeing,extreme,0,livestock,parent,minor,85,7,0.0853,0.0725
scenario-140,140,option2,High (+ Legal/Pregnancy/Species),1,1,0,1,29,skilled,healthy,activeCrime,fleeing,normal,0,livestock,parent,1,40,average,healthy,none,jaywalking,consented,0,petCat,parent,minor,85,2,0.1034,0.0879
scenario-140,140,option1,Maximum (+ Network Effects),1,1,1,2,57,skilled,healthy,property,fleeing,normal,0,petCat,soleProvider,5,47,skilled,terminal,property,fleeing,extreme,0,livestock,parent,minor,85,7,0.1179,0.1002
scenario-140,140,option2,Maximum (+ Network Effects),1,1,1,1,29,skilled,healthy,activeCrime,fleeing,normal,0,livestock,parent,1,40,average,healthy,none,jaywalking,consented,0,petCat,parent,minor,85,2,0.1345,0.1143
scenario-141,141,option1,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,17,skilled,chronic,activeCrime,dui,innocent,0,human,soleProvider,serious,91,2,68,61.88
scenario-141,141,option2,None (Demographic-Blind),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,moderate,94,0,0,0
scenario-141,141,option1,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,17,skilled,chronic,activeCrime,dui,innocent,0,human,soleProvider,serious,91,2,68,61.88
scenario-141,141,option2,Low (Age Only),0,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,moderate,94,0,0,0
scenario-141,141,option1,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,2,17,skilled,chronic,activeCrime,dui,innocent,0,human,soleProvider,serious,91,2,17.952,16.3363
scenario-141,141,option2,Medium (+ Occupation/Health/Criminal),1,0,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,moderate,94,0,0,0
scenario-141,141,option1,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,2,17,skilled,chronic,activeCrime,dui,innocent,0,human,soleProvider,serious,91,2,10.7712,9.8018
scenario-141,141,option2,High (+ Legal/Pregnancy/Species),1,1,0,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,moderate,94,0,0,0
scenario-141,141,option1,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,2,17,skilled,chronic,activeCrime,dui,innocent,0,human,soleProvider,serious,91,2,15.0797,13.7225
scenario-141,141,option2,Maximum (+ Network Effects),1,1,1,0,0,average,healthy,none,legal,normal,0,human,none,0,0,average,healthy,none,legal,normal,0,human,none,moderate,94,0,0,0
scenario-142,142,option1,None (Demographic-Blind),0,0,0,2,44,uniqueExpert,healthy,violent,reckless,consented,0,human,primaryCaregiver,3,5,unemployed,chronic,property,dui,normal,0,petDog,primaryCaregiver,minor,82,5,16.1,13.202
scenario-142,142,option2,None (Demographic-Blind),0,0,0,2,34,professional,chronic,minor,minorViolation,consented,0,petCat,none,0,0,average,healthy,none,legal,normal,0,human,none,fatal,98,2,102,99.96
scenario-142,142,option1,Low (Age Only),0,0,0,2,44,uniqueExpert,healthy,violent,reckless,consented,0,human,primaryCaregiver,3,5,unemployed,chronic,property,dui,normal,0,petDog,primaryCaregiver,minor,82,5,16.1,13.202
